athlete_id,athlete_name,pool,country,cnr_rank,cnr_value,identity_uncertainty_score,snapshot_at_utc,base_calibration_intercept,calibration_slope_per_100,zero_prior_calibration_intercept,zero_prior_calibration_slope_per_100,one_prior_calibration_intercept,one_prior_calibration_slope_per_100,calibration_lineage,conditionality_label,uncertainty_label,projection_status,wc_projection_score,wc_projection_score_sd,wc_projection_score_sd_source,score_route,evidence_class,governing_calibration_intercept,governing_calibration_slope_per_100,stable_component_mean,form_adjustment_100d,wc_target_adjustment,model_provisional,model_gate_anchored_events,model_gate_anchored_comparisons,model_gate_unique_anchored_opponents,model_gate_anchored_effective_weight,direct_wc_competitions,direct_senior_open_wc_plus_competitions,direct_youth_world_competitions,youth_world_projection_score,youth_world_projection_score_sd,youth_world_target_adjustment,youth_world_minus_wc_target_adjustment,bridge_source_domain,bridge_source_score,bridge_source_direct_competitions,bridge_wc_minus_source_median,bridge_paired_athletes,bridge_robust_sd,bridge_projection_score,bridge_projection_score_sd,raw_wc_parent_score,raw_wc_parent_probability_sensitivity,bridge_probability_base_calibration_sensitivity,bridge_probability_evidence_class_sensitivity,reference_field_events,reference_field_size_min,reference_field_size_median,reference_field_size_max,reference_field_cutoff_min,reference_field_cutoff_mean,reference_field_cutoff_max,semifinal_probability_central,semifinal_probability_easiest_observed_field,semifinal_probability_hardest_observed_field,semifinal_probability_rating_state_low,semifinal_probability_rating_state_high
IFSC:11847,BAUDRAND Oscar,Boulder_Men,CAN,1.0,250.6,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,2484.3646184399577,132.08988633167527,wc_latent_readiness_sd,wc_target_score_standard_link,two_or_more_prior_senior_open_wc_plus,-0.052360778875031704,0.7893047959112836,2414.2815041223307,61.52930226304211,8.553812054584993,False,20.0,664.0,195.0,97.86682223542097,27.0,27.0,1.0,2475.810806385373,162.62909818721087,0.0,-8.553812054584993,nacs,2501.2646613332536,1.0,-40.402806895243884,18.0,45.0223391093418,2460.8618544380097,161.6527893754818,2484.3646184399577,0.5781168634753507,0.532339600661994,0.532339600661994,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.5781168634753507,0.6019405545539857,0.5535483981459625,0.3257338842242049,0.7953757857780788
IFSC:14842,RODRIGUEZ Matthew,Boulder_Men,CAN,2.0,185.7,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,2218.265727404052,121.4384629876576,wc_latent_readiness_sd,wc_target_score_standard_link,two_or_more_prior_senior_open_wc_plus,-0.052360778875031704,0.7893047959112836,2308.1760593960607,18.817236450653652,-108.72756844266216,False,25.0,679.0,196.0,115.41590268230743,12.0,12.0,1.0,2326.9932958467143,153.44645873943543,0.0,108.72756844266216,nacs,2328.885283020861,6.0,-40.402806895243884,18.0,45.0223391093418,2288.4824761256173,155.41169820095075,2218.265727404052,0.14365193909140692,0.22599604969089468,0.22599604969089468,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.14365193909140692,0.15620056579436717,0.13177978868291707,0.06043757569874701,0.30432973764305427
IFSC:1682,DORVAL Hugo,Boulder_Men,CAN,3.0,152.3,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,2110.2338593717277,127.03675817707271,wc_latent_readiness_sd,wc_target_score_standard_link,two_or_more_prior_senior_open_wc_plus,-0.052360778875031704,0.7893047959112836,2201.8349920978712,-0.4977263351261015,-91.10340639101737,False,21.0,586.0,179.0,97.85097372603643,9.0,9.0,0.0,2201.337265762745,158.43852920831438,0.0,91.10340639101737,nacs,2211.8142895135684,6.0,-40.402806895243884,18.0,45.0223391093418,2171.4114826183245,158.50469048816552,2110.2338593717277,0.06673346163124057,0.10385501031925426,0.10385501031925426,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.06673346163124057,0.0731367753792747,0.060767163835204495,0.025563555782422157,0.1631087314619483
IFSC:1646,MCNAMEE Guy,Boulder_Men,CAN,4.0,122.3,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,2153.086465823906,170.79562940502862,wc_latent_readiness_sd,wc_target_score_standard_link,two_or_more_prior_senior_open_wc_plus,-0.052360778875031704,0.7893047959112836,2249.160549867188,8.877453841490478,-104.95153788477221,False,17.0,388.0,144.0,75.13262182966541,16.0,16.0,0.0,2258.0380037086784,179.79300600985292,0.0,104.95153788477221,nacs,2298.2265801851163,5.0,-40.402806895243884,18.0,45.0223391093418,2257.8237732898724,171.80673731770347,2153.086465823906,0.09114394467726866,0.18647946106012345,0.18647946106012345,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.09114394467726866,0.09963946046006625,0.0831897671714522,0.025385972780934487,0.27855340289357466
IFSC:1644,BAUDRAND Victor,Boulder_Men,CAN,5.0,108.6,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,2281.552795027298,173.8355295945965,wc_latent_readiness_sd,wc_target_score_standard_link,two_or_more_prior_senior_open_wc_plus,-0.052360778875031704,0.7893047959112836,2298.3246890924875,3.298157188031316,-20.070051253220882,False,8.0,188.0,84.0,37.333043985244686,12.0,12.0,0.0,2301.622846280519,175.75081362713988,0.0,20.070051253220882,nacs,2308.253500373713,1.0,-40.402806895243884,18.0,45.0223391093418,2267.850693478469,172.27206991499162,2281.552795027298,0.21657205834158458,0.19878474190363687,0.19878474190363687,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.21657205834158458,0.23375182863933527,0.20008146857351544,0.06550695067676758,0.5215707050497307
,TJ FOLEY,Boulder_Men,CAN,6.0,103.2,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,unavailable_no_event_clean_current_state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFSC:16471,SMITH Dylan,Boulder_Men,CAN,7.0,94.0,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,1923.014986295484,155.91521119939762,wc_latent_readiness_sd,wc_target_score_standard_link,two_or_more_prior_senior_open_wc_plus,-0.052360778875031704,0.7893047959112836,1970.9032773457504,-6.678159938814286,-41.21013111145208,False,18.0,362.0,133.0,76.64071585317443,3.0,3.0,0.0,1964.225117406936,161.8502516362265,0.0,41.21013111145208,nacs,1990.8690525910126,7.0,-40.402806895243884,18.0,45.0223391093418,1950.4662456957687,155.10275993838442,1923.014986295484,0.016052437754306474,0.019859026448219075,0.019859026448219075,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.016052437754306474,0.017684878032355304,0.014546645452491869,0.004742872673808446,0.05289677869736999
IFSC:1647,MCNAMEE Kindar,Boulder_Men,CAN,8.0,92.4,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,2265.721599753664,182.4978281569737,wc_latent_readiness_sd,wc_target_score_standard_link,two_or_more_prior_senior_open_wc_plus,-0.052360778875031704,0.7893047959112836,2258.6617411405446,7.059858613119573,0.0,False,12.0,257.0,58.0,52.33668928042886,3.0,3.0,0.0,2265.721599753664,182.4978281569737,0.0,0.0,nacs,2276.247744015453,5.0,-40.402806895243884,18.0,45.0223391093418,2235.844937120209,173.604346368545,2265.721599753664,0.1961217565045981,0.16157847119370441,0.16157847119370441,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.1961217565045981,0.21211852071411974,0.18082890758267942,0.05462054687046555,0.5074374423410912
IFSC:16007,THERIEN Maxime,Boulder_Men,CAN,9.0,82.5,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,2088.7851912772803,158.54935288462636,wc_latent_readiness_sd,wc_target_score_zero_prior_intercept_adjusted_link,zero_prior_senior_open_wc_plus,-1.827564084754898,0.7893047959112836,2106.6829236234025,-17.89773234612224,0.0,False,21.0,431.0,111.0,88.73329563484232,0.0,0.0,2.0,2038.3846492296304,154.38529423926235,-50.400542047649985,-50.400542047649985,nacs,2068.5474234564545,4.0,-40.402806895243884,18.0,45.0223391093418,2028.1446165612106,153.85835052675202,2088.7851912772803,0.05693205975995171,0.03605743363015467,0.00629852112659834,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.010125882513665295,0.011162463660231013,0.00917084668134498,0.002918040462674094,0.0345213717231825
IFSC:14850,TAN Ian,Boulder_Men,CAN,10.0,79.1,0.0,2026-08-08T00:00:00Z,-0.052360778875031704,0.7893047959112836,-1.827564084754898,0.7893047959112836,-0.09337618286197209,0.7893047959112836,event_clean_2025_refit,conditional on entering a 2026-like WCS field; attendance and exact future field are not forecast,central estimate plus observed-field and latent-state sensitivities; not a confidence interval,exploratory_current_reference_available,1974.8210362739758,162.62743103331013,wc_latent_readiness_sd,wc_target_score_zero_prior_intercept_adjusted_link,zero_prior_senior_open_wc_plus,-1.827564084754898,0.7893047959112836,2014.9875377012097,-40.166501427233925,0.0,False,15.0,286.0,105.0,62.95321010273203,0.0,0.0,2.0,1974.5233590617208,160.72211833997392,-0.29767721225504434,-0.29767721225504434,nacs,1951.974612701645,7.0,-40.402806895243884,18.0,45.0223391093418,1911.571805806401,150.6593925892809,1974.8210362739758,0.0239673337680132,0.014686466797852224,0.0025193375804316237,5.0,74.0,81.0,103.0,2425.3356956986863,2437.816255001705,2450.489369126898,0.004143726040713318,0.0045707447588415944,0.0037507672212918983,0.0011513896019105733,0.014797609599145726
